Date,Chevron,Walmart,Apple,JPMorgan,Amazon,3M,Coca-Cola,AT&T,S&P500,XOM,CMCSA,C,CSCO,DIS,ENB,F,IBM,KMB,MACY,MCD,MMC,MSFT,PEP,PFE,SBUX,TM,WEN,ADM,ABT,ADBE,AES,AFL,APD,ALL,MO,AEE,AEP,AIG,AMGN,ADI,AON,BSX,CPB,CL,DOV,EMN,GD,GIS,LOW,NEM,PG,TGT,WFC
20000103,41.81250,66.81250,0.99944,48.58333,4.46875,47.18750,28.18750,35.49849,1455.22,39.15625,15.583333,397.5,54.03125,29.471687,4.90625,28.782394,110.898659,61.301533,25.1875,39.625,47.28125,58.28125,36.875,30.241936,3.082031,97.125,18.5,10.884354,15.711531,16.390625,36.25,11.1875,30.35384,23.5,23.4375,32.3125,31.4375,1385.833374,62.9375,45.09375,39,11.5,37.25,31.125,29.410976,23.21875,24.53125,17.21875,13.9375,24.0625,53.59375,36.03125,19.5625
20000104,41.81250,64.31250,0.91518,47.25000,4.09688,45.31250,28.21875,33.42145,1399.42,38.40625,14.416667,373.125,51,31.198063,4.859375,27.820692,107.134323,60.762222,24.46875,38.8125,45.15625,56.3125,35.9375,29.115274,2.984375,92.625,19,10.770975,15.26263,15.015625,34.8125,10.890625,29.42877,22.75,23.625,32.3125,31.8125,1315,58.125,42.8125,38.125,11.6875,35.875,30.3125,28.866327,22.65625,25.5625,16.90625,13.1875,22.25,52.5625,34.46875,18.59375
20000105,42.56250,63.00000,0.92857,46.95833,3.48750,46.62500,28.46875,33.94071,1402.11,40.5,14.041667,388.125,50.84375,32.492844,4.9375,27.923731,110.898659,60.462608,24.9375,39.4375,43.53125,56.90625,35.0625,29.589659,3.023438,93,19.4375,10.600907,15.234574,15.3125,35.1875,10.828125,29.602221,23.75,23.5,33.5625,33,1318.125,60.125,43.4375,39.25,12.53125,35.5625,29.28125,28.992016,23.78125,27.3125,16.8125,13.171875,22.5,51.5625,33.6875,18.40625
20000106,44.37500,63.68750,0.84821,47.62500,3.27813,50.37500,28.50000,33.04381,1403.45,42.59375,14.583333,406.875,50,31.198063,5,27.958078,108.986618,61.361458,24.71875,38.875,46.21875,55,36.625,30.657021,3.132813,84.75,19.375,10.657596,15.767643,15.4375,35.46875,11.046875,31.567993,23.625,23.0625,33.4375,33.1875,1358.333374,61.125,42.25,40.625,12.875,36.3125,29.21875,29.117704,25.28125,27.40625,16.78125,13.140625,22.25,53.9375,32.09375,19.21875
20000107,45.15625,68.50000,0.88839,48.50000,3.47813,51.37500,30.37500,33.32704,1441.47,42.46875,14.125,405,52.9375,30.704813,5.125,30.018869,108.508606,63.159157,25.40625,39.875,47.6875,55.71875,37.625,32.732449,3.117188,86,19.9375,10.827664,15.935981,16.1875,36.15625,11.265625,33.765034,24.5,23.6875,33.9375,33.625,1460,68,43.4375,42.75,12.40625,37,30.96875,29.913729,25.21875,28.125,16.8125,13.4375,21.4375,58.25,33.75,19.5625
20000110,43.93750,67.25000,0.87277,47.66667,3.45938,51.12500,29.40625,33.79910,1457.60,41.875,15.9375,403.59375,54.90625,35.39069,5.125,29.469324,112.810707,64.597313,26.1875,40.0625,47.875,56.125,36.875,32.673149,3.25,89.0625,19.8125,10.827664,15.823756,16.8125,37.78125,10.59375,31.683626,23.9375,24,33.6875,33.5,1434.166626,72.125,47.21875,30.125,12,35.8125,31.8125,30.542168,24.4375,27.875,16.46875,13.84375,21.375,57.96875,33.09375,18.9375
20000111,43.53125,66.25000,0.82813,46.54167,3.33750,50.25000,30.40625,33.32704,1438.56,42,14.479167,398.4375,53.25,35.760624,4.90625,28.679356,113.766731,63.159157,25.34375,41,48.3125,54.6875,36.75,32.258064,3.15625,87.1875,19,10.657596,15.599306,15.65625,37.96875,10.375,30.238205,23.875,24.125,33.625,33.625,1410.833374,66.4375,45.28125,28.25,11.84375,36.1875,31.96875,30.667854,24.15625,27.5,16.6875,13.40625,22.625,58.875,34.09375,18.625
20000112,43.37500,65.06250,0.77846,46.83333,3.17813,50.37500,30.75000,31.58044,1432.25,41.75,15.0625,412.5,51.90625,33.232719,4.953125,29.503672,114.244743,62.679771,25.28125,42.75,47.90625,52.90625,36.3125,33.325428,3.164063,85.5,19,10.941043,15.290686,15.578125,38.75,10.203125,30.758556,24,24.25,33.8125,33.875,1453.333374,63.5625,46.75,27.875,11.4375,35.75,32.1875,30.961126,24.9375,26.5,16.65625,13.234375,22.125,58.5,33.71875,19.15625
20000113,43.78125,65.12500,0.86384,47.54167,3.29688,50.37500,30.28125,30.82515,1449.68,42.71875,15.916667,417.1875,53.09375,34.342529,4.953125,29.160206,113.049713,63.219082,25.625,42.3125,48.75,53.90625,35.9375,35.104362,3.390625,85.8125,18.625,10.884354,15.150405,16.40625,39.40625,10.4375,30.52729,24.8125,24.5,33.9375,33.8125,1493.333374,66.8125,46.90625,30.375,11.34375,36.375,32.40625,30.625959,24.65625,26.5,16.71875,13.09375,21.375,57.5,34.5,20.21875
20000114,43.50000,64.50000,0.89676,49.25000,3.21250,49.65625,30.53125,31.72205,1465.15,41.875,16.270832,435,53.78125,33.109406,4.5625,28.438929,114.364243,62.739693,23.9375,42.609375,51.9375,56.125,36.1875,35.104362,3.304688,87.6875,18.4375,11.337868,15.48708,16.578125,41.625,10.734375,29.949121,24.1875,24.25,33.4375,33.8125,1520.833374,68.3125,50.6875,29.9375,11.5,35.3125,31.65625,30.374584,24.25,26.6875,16.34375,13.53125,20.8125,58.5,34.625,20.84375
20000118,44.65625,65.56250,0.92801,47.33333,3.20625,48.56250,32.50000,31.06118,1455.14,42.375,16.166668,438.75,56,34.034248,4.5625,29.81279,110.659653,61.421383,23.96875,41.5,51.03125,57.65625,36.25,34.629982,3.257813,84.625,18.25,11.848073,15.150405,16,38.96875,10,28.5037,24.0625,23,32.3125,33,1445,69.0625,49.25,28.75,11.625,35.125,31.5,30.667854,23.65625,25.90625,16.5,13.3125,22.125,58.46875,34,19.4375
20000119,43.96875,64.06250,0.95145,49.41667,3.34063,49.40625,32.62500,30.63633,1455.90,42.78125,17.145832,448.125,56.15625,34.280876,4.375,29.366285,114.244743,61.541225,23.90625,42.375,51.4375,53.5,36.4375,35.104362,3.1875,80.625,17.8125,12.131519,14.841785,15.78125,39.1875,9.40625,28.561518,23.5625,23.375,33.125,33.4375,1416.666626,72,50.71875,27.3125,11.34375,33.5,30.75,30.709751,22.875,25.375,16.34375,13.21875,21.875,57.6875,34.96875,18.375
20000120,43.75000,63.37500,1.01339,49.37500,3.23750,47.56250,32.93750,30.96677,1445.57,41.84375,16.625,439.570313,56.1875,33.171062,4.4375,28.696527,113.766731,61.601151,23.132813,42.5625,50.53125,53,36.125,34.526211,3.132813,83.625,17.625,11.848073,14.392884,15.953125,38.84375,10.171875,27.636448,23.75,22.578125,33,33.0625,1404.583374,71.8125,49.71875,26.375,10.5625,32.1875,30.96875,29.99752,22.4375,24.664063,16.0625,12.6875,21.0625,56.28125,33.84375,18.1875
20000121,44.28125,62.43750,0.99386,48.62500,3.10313,47.46875,33.43750,32.47734,1441.36,42.5,16.541668,423.28125,57.625,32.307877,4.359375,27.717651,116.156792,62.020615,21.9375,41.0625,50.75,51.875,36.125,33.266129,3.121094,85.875,17.25,11.791383,14.000096,15.71875,40,9.6875,26.769196,23.5,22,33.25,34,1385.833374,74.6875,48.3125,25.5625,10.34375,33.0625,30.65625,29.746143,21.84375,24.6875,15.75,11.84375,21.1875,51.34375,32.40625,18.3125
20000124,44.40625,59.37500,0.94866,48.66667,3.50625,46.37500,32.43750,31.72205,1401.53,42.125,16.166668,413.90625,54.53125,32.862782,4.359375,28.095465,116.156792,60.462608,20.625,39.5,51.15625,50.625,35.3125,32.613853,3.070313,86.9375,17.375,11.22449,13.467026,15.140625,40,9.578125,27.925531,22.8125,22,33.4375,33.875,1354.166626,69.25,49.28125,24.25,10.5625,31.25,30.34375,29.033913,21.8125,23.21875,15.59375,11.6875,20.5,51.5625,31.75,17.9375
20000125,44.28125,61.12500,1.00223,49.75000,3.46250,45.68750,32.93750,30.21148,1410.03,42.03125,15.229167,419.0625,56.0625,36.993752,4.34375,27.545919,113.88623,59.683605,21.53125,39.8125,50.46875,51.40625,34.3125,33.088234,3.25,83.25,17.1875,11.111111,13.298689,15.75,38,9.984375,28.734968,22.875,21.9375,32.625,32.875,1372.5,69.375,52.5,23.4375,10.40625,30.4375,29.8125,29.033913,20.53125,23.53125,15.09375,11.5,19.375,48.75,32.5625,18.8125
20000126,43.87500,61.93750,0.98382,52.29167,3.24063,48.15625,31.53125,30.21148,1404.09,41.75,15.520833,435.9375,53.59375,36.130562,4.625,26.378138,111.615677,62.260307,22.5,35.75,50.375,49.6875,33.9375,33.088234,3.625,85.75,17.3125,11.054422,13.326745,15.296875,36.21875,10.484375,29.139685,23.1875,21.0625,33,33.6875,1406.666626,64.125,50.84375,25.25,10.59375,31,30.09375,28.740641,21.1875,23.46875,15.5,11.65625,19.625,50.3125,34.0625,19
20000127,42.15625,59.12500,0.98214,53.79167,3.34688,48.12500,29.75000,29.45619,1398.56,40.5,15.520833,442.5,53.3125,36.623814,4.46875,27.442881,108.508606,62.380154,21.34375,37.625,50.375,49.375,33.8125,32.732449,3.609375,85.625,17.375,10.884354,13.831758,15.671875,37.9375,10.296875,28.561518,23.1875,21,32.9375,33.5625,1403.333374,61.375,48.03125,26.4375,10.5625,30.625,30.15625,28.195993,21.40625,23.5,15.1875,11.453125,21.4375,52.03125,33.65625,19.5
20000128,41.28125,55.12500,0.90737,51.12500,3.08438,46.12500,28.46875,29.64502,1360.16,39.4375,14.333333,420.9375,51.9375,36.253876,4.5,26.927683,106.656311,60.52253,20.8125,36.75,48,49.125,33.25,33.384724,3.726563,86,17.125,10.714286,14.308716,14.390625,38.1875,10.5,27.57863,22.8125,20.75,32.3125,33,1360,59.6875,47.75,25.875,10.4375,29.5625,29.75,27.483761,19.96875,23.625,15.125,11.140625,20.0625,50.15625,31.6875,19.375
20000131,41.81250,54.75000,0.92634,53.79167,3.22813,46.81250,28.71875,32.38293,1394.46,41.4375,14.375,427.5,54.75,35.822281,4.8125,27.33984,107.313576,59.563759,20.8125,37.375,47,48.9375,34.125,34.333492,4,87.25,17.375,10.657596,14.617335,13.765625,40.0625,10.859375,27.40518,23.1875,20.875,32.5625,33.5,1391.666626,63.6875,46.75,25.875,10.375,31.4375,29.625,27.022905,19.9375,23.5625,15.59375,11.15625,20.375,50.53125,32.9375,20
20000201,41.59375,58.68750,0.89509,55.83333,3.37188,47.06250,29.06250,32.00529,1409.28,41.59375,14.75,436.875,58.90625,35.514,4.8125,27.374187,105.162521,59.024448,21.0625,36.625,48.78125,51.46875,34,35.104362,4.039063,89.25,17.4375,10.884354,14.757616,13.96875,40.375,11.078125,28.33025,23.0625,21,32.5625,33.6875,1365,65.3125,49,26.3125,10.1875,29.4375,29.8125,27.232386,19.84375,24.15625,15.125,11.765625,19.875,49.75,33.71875,20.21875
20000202,41.31250,58.37500,0.88225,54.91667,3.47188,46.25000,28.18750,32.09970,1409.12,41.90625,15.625,433.125,56.9375,36.747124,4.515625,26.721603,108.508606,59.084373,21.40625,35.5,47.34375,50.40625,33,34.155598,3.976563,87,18.0625,10.657596,14.841785,15.328125,39.65625,11.09375,28.098982,23.3125,20.625,32.5625,33.625,1364.166626,63.6875,48.125,27.3125,10.5,28.8125,30.65625,27.274281,19.875,23.75,15.0625,11.8125,20.875,49.3125,34,19.5
20000203,40.71875,58.37500,0.92243,55.45833,4.20938,45.84375,27.62500,31.72205,1424.97,41.1875,16.104168,422.34375,58.90625,37.363689,4.40625,26.790297,111.97419,59.863377,20.65625,35,48.3125,51.8125,33.0625,33.799809,3.929688,86.375,18.3125,10.657596,14.925954,17.265625,40.1875,11.234375,28.445883,23.0625,21,32.9375,34.75,1350.833374,64,52.875,27.3125,9.96875,29.3125,30,27.274281,20.0625,23.125,15.3125,11.78125,21.25,48.90625,33.03125,19.4375
20000204,39.28125,56.31250,0.96429,54.50000,3.92813,44.53125,28.12500,31.72205,1424.37,40.4375,16.166668,410.625,60.5625,37.610313,4.484375,26.412483,110.540154,59.024448,19.96875,35.125,48.34375,53.28125,32.75,33.918407,4.296875,90,18.125,10.657596,15.459024,18.5,37.625,10.984375,28.561518,23.25,20.625,31.9375,34.0625,1343.333374,64.625,55.75,27.1875,9.75,28.1875,28.125,27.274281,20.03125,22.78125,15.1875,12.09375,24,47.375,32.3125,19.28125
20000207,39.53125,55.75000,1.01842,54.79167,3.75000,43.81250,28.43750,31.62764,1424.24,40.375,15.875,407.8125,62.59375,37.487,4.5,26.34379,109.106117,58.844681,18.65625,34.9375,47.59375,53.3125,32.375,35.104362,4.28125,91.875,17.9375,10.657596,15.178461,19.265625,40,10.6875,28.5037,23.5,20.5625,31.75,33.6875,1301.666626,69.1875,59.5,27.625,9.5625,27.8125,28.1875,27.358072,19.9375,22.25,15.28125,11.734375,22.75,46.625,32.84375,19.09375
20000208,39.15625,59.50000,1.02567,56.70833,4.15625,43.84375,28.59375,31.76926,1441.72,39.46875,15.9375,420,62.90625,37.055405,4.5,26.446831,113.587479,59.383987,19.4375,36.3125,47.5,54.96875,33.3125,35.875237,4.375,91,17.75,10.600907,15.318743,20.9375,42.21875,10.484375,27.925531,22,19.5,31.875,33.3125,1279.166626,70.5,57.375,26.5625,9.625,28.375,29.34375,26.855322,19.96875,21.5,15.40625,12.109375,22,47.875,34.34375,19.46875
20000209,37.50000,57.81250,1.00558,55.25000,4.01250,43.81250,28.50000,32.19411,1411.71,38.125,15.125,406.40625,64.40625,37.178719,4.625,25.931631,112.213196,58.485138,18.96875,35.875,45.96875,52,34,34.274193,4.3125,90.625,18.125,10.204082,16.188488,21.890625,42.9375,10.328125,26.48011,19.9375,19.625,31.5625,32.5625,1297.5,66.8125,57.84375,24.4375,10.53125,27.6875,29.09375,26.394466,20,20.875,15.25,11.59375,23.875,47,33.59375,18.9375
20000210,38.40625,57.00000,1.01339,55.41667,3.80938,43.00000,28.34375,31.81647,1416.83,37.9375,15.541667,402.65625,67.96875,36.438843,4.5625,25.828592,113.88623,56.208054,18.84375,35.5,43.65625,53,34.625,33.206833,4,89.875,18.375,9.920635,15.767643,22.8125,41.4375,10.3125,25.959759,20.5,19.875,31.125,31.625,1257.5,65.1875,58.0625,23.4375,9.96875,26.3125,28.75,26.268778,19.46875,21.09375,15.03125,11.515625,24.625,45.71875,33.21875,18.375
20000211,37.00000,56.06250,0.97098,55.08333,3.80938,41.46875,27.78125,30.54192,1387.12,36.9375,15.5,405,65.46875,37.363689,4.609375,25.34774,110.301147,55.548897,18.46875,34.9375,42.21875,49.96875,34.375,33.206833,4.109375,88.3125,18.3125,9.920635,15.26263,22.609375,41,9.96875,24.919056,21.6875,19.0625,31,31.8125,1264.166626,62.625,57.3125,23.9375,9.5,25.8125,27.9375,25.766026,19.28125,20.71875,15.21875,11.5,23.9375,46.875,33.03125,18.9375
20000214,36.90625,58.87500,1.03404,52.70833,3.72188,41.43750,27.06250,30.87236,1389.94,38.21875,14.8125,405,65.25,36.5005,4.53125,25.86294,110.958412,54.949665,18.40625,33.875,41.6875,49.8125,34.0625,33.206833,4.242188,86.3125,18.1875,10.090703,15.739587,22.40625,42.75,9.765625,26.537928,21.25,18.9375,31.25,31.75,1249.166626,65.0625,58.5,24.375,9.6875,25.9375,27,25.891714,19.375,20.78125,15.5,11.703125,23.1875,45.9375,32.625,18.90625
20000215,38.75000,58.00000,1.06250,54.04167,3.69063,44.56250,27.84375,30.73074,1402.05,39.65625,15.25,411.5625,64,36.37719,4.625,25.485126,111.97419,55.608822,18.96875,33.75,42.25,49.28125,34.1875,33.740513,4.328125,84.125,18.1875,10.147392,15.767643,22.21875,43.1875,9.765625,26.827011,21.75,19.125,31.125,31.3125,1285.833374,65.0625,59.9375,23.8125,9.8125,27.4375,27.84375,26.101194,19.75,20.65625,16.21875,11.5,24,47.875,31.96875,18.84375
20000216,38.90625,52.75000,1.01897,53.00000,3.53438,44.15625,26.78125,29.50340,1387.67,40,14.416667,402.1875,63.585938,36.438843,4.625,25.450781,110.659653,54.88974,17.84375,33.375,41.375,48.8125,34,32.020874,4.273438,82.5,18.125,10.260771,15.571249,24.546875,44.09375,9.6875,25.901943,21.5,19,30.9375,30.6875,1253.333374,69.875,63.75,23.375,9.46875,27.4375,27.6875,26.101194,19.5625,20.78125,16.03125,10.9375,24.25,47.023438,30.90625,18
20000217,38.87500,48.37500,1.02567,52.25000,3.45000,44.81250,26.15625,30.21148,1388.26,38.9375,14.354167,393.75,65.25,36.007252,4.671875,25.210356,111.615677,52.732502,17.15625,33.75,43.0625,49.8125,34.3125,32.258064,4.328125,85.75,17.875,10.37415,15.374855,25.390625,43.96875,9.453125,26.364477,21.25,19.5,30.5,30.4375,1235,72.75,70.5,23.125,9.8125,29.375,26.96875,25.975506,19.3125,21.5625,16.1875,10.625,23.0625,47.09375,29.9375,17.46875
20000218,38.09375,47.75000,0.99330,49.83333,3.23750,43.78125,25.68750,28.88973,1346.09,37.5,13.166667,385.78125,62.90625,35.020748,4.53125,23.836494,107.552582,50.69511,16.90625,32.5,41.4375,47.53125,34.25,32.258064,4.140625,84.375,18,10.37415,14.645391,24.5625,44,9.421875,25.034691,21,19.625,30.25,29.9375,1192.5,71.3125,67.875,22.6875,9.625,29.25,26.53125,25.430859,18.65625,20.9375,16.03125,10.875,24.5,46.820313,29.5,16.75
20000222,37.84375,48.12500,1.01618,51.50000,3.17813,45.06250,25.87500,27.56798,1352.17,37.71875,13.333333,382.5,61.96875,32.924438,4.5,24.214306,106.118546,53.03212,17.5,32.3125,40.71875,46.90625,34.6875,31.783682,4.148438,80.6875,18,10.37415,14.982067,24.570313,42.96875,9.3125,25.728493,21.375,20.875,30.4375,30.4375,1156.666626,67.5,71.84375,22.9375,9.71875,29.5625,26.1875,25.807922,19.8125,21.5,16.71875,10.765625,25.0625,46.4375,28.875,17.5
20000223,36.62500,47.00000,1.03795,51.58333,3.52188,46.15625,25.62500,27.00151,1360.69,37.3125,14.104167,382.03125,69.3125,33.664314,4.5,23.630415,103.967499,52.612656,17.09375,32.625,40.5,47.125,34.1875,32.258064,4.359375,82.375,17.625,10.034014,14.420941,24.90625,42.09375,9.15625,25.150324,20.875,20.3125,30.25,30,1140,71.4375,73.8125,22.375,9.5,28.875,25.6875,25.766026,19.1875,21.5625,16.71875,10.640625,23.25,45.3125,28.40625,17
20000224,35.71875,47.87500,1.02860,50.66667,3.42188,45.50000,24.90625,26.81269,1353.43,36.40625,13.208333,369.375,68.625,32.739468,4.515625,23.355642,105.640533,51.054649,16.21875,31.375,39.90625,47.375,34,31.368595,4.382813,82,17.6875,9.977324,14.252603,26.59375,42.4375,8.90625,24.398705,20.9375,20.0625,28.875,28.9375,1108.333374,72.5625,80.65625,22.125,9.3125,27.75,24.53125,25.472754,18.25,21.125,16.5625,10.1875,23.1875,44.25,27.9375,16.4375
20000225,35.53125,44.50000,0.98549,50.58333,3.45625,42.87500,24.34375,26.76548,1333.36,35.53125,13.916667,360,66.375,30.581499,4.578125,23.596067,103.250481,49.316875,16.28125,31,38.8125,45.65625,32.75,30.716318,4.21875,82.25,17.625,9.693878,14.392884,24.625,42.25,8.765625,24.167439,20.375,19.625,28.875,28.1875,1115,73.5625,78.4375,21.375,8.9375,27.75,24.125,24.886211,17.90625,21.46875,16.5,10.4375,22.3125,42.5625,27.9375,16.34375
20000228,37.28125,46.18750,1.01116,51.95833,3.28750,43.21875,24.65625,27.94562,1348.05,36.75,13.791667,367.5,65.28125,32.307877,4.671875,23.458681,99.904396,49.7663,17.625,31.125,38.625,45.78125,33.25,30.538425,4.257813,83.125,18.75,9.580499,14.869842,24.453125,42.90625,9.234375,24.167439,19.8125,20.0625,30.0625,28.75,1162.5,68.4375,74.71875,21.5,9,28.25,25.5,25.011898,18.75,21.53125,16.46875,11.421875,22.125,44.1875,29.4375,17.0625
20000229,37.34375,48.75000,1.02344,53.08333,3.44375,44.09375,24.31250,28.51209,1366.42,37.65625,13.333333,388.125,66.09375,33.541,4.625,22.87479,98.231361,49.376797,18.34375,31.75,38.6875,44.6875,32.125,30.479128,4.390625,81.3125,18.9375,9.126984,14.813729,25.5,41.90625,9.140625,23.820538,19.6875,20.1875,30,28.125,1179.166626,68.1875,78.625,21.0625,9.125,28.375,26.09375,25.849817,17.96875,21.625,16.46875,11.953125,22.125,43.9375,29.5,16.53125
20000301,37.62500,49.00000,1.16350,54.66667,3.29375,43.06250,25.50000,31.72205,1379.19,38.03125,13.541667,387.1875,65.84375,34.219219,4.5625,22.857618,95.841301,46.86002,18.15625,31.25,39.03125,45.40625,32.5625,30.241936,4.34375,82.0625,22,9.353741,15.178461,25.09375,40.96875,9.234375,23.993986,20.125,20.4375,29.5,27.5625,1194.166626,65.0625,80.75,23.0625,8.953125,28.9375,26.5,25.640339,17.34375,21.1875,16.59375,11.953125,22.625,44.125,29.625,17.34375
20000302,37.84375,50.56250,1.08929,53.70833,3.12813,43.03125,24.81250,34.17674,1381.76,38.5,12.791667,386.25,66.375,34.034248,4.40625,22.737406,98.589867,47.219559,18.21875,30.875,40,46.6875,31.5625,30.360531,4.15625,81.375,20.25,9.013605,15.038179,20.15625,43.5625,9.0625,23.58927,19.375,20.125,28.9375,27.5625,1160,65.3125,78.03125,23.125,8.90625,28.5625,26.3125,26.143089,17.21875,20.5625,16.09375,11.5,21.625,43.65625,30.125,16.96875
20000303,37.28125,52.62500,1.14286,54.08333,3.12500,44.75000,25.06250,34.41277,1409.17,37.84375,13.104167,400.78125,68.71875,36.007252,4.671875,23.458681,103.250481,49.676414,18.0625,32.3125,39.8125,48.0625,31.625,30.95351,4.648438,81.9375,20.0625,9.410431,14.561222,22.65625,43.46875,9.15625,24.340887,19.375,20.3125,29.1875,27.3125,1165,66.3125,83.5,23.8125,9,29,27.4375,27.986513,18.375,19.4375,16.1875,11.75,21.5625,44.21875,30.875,17.34375
20000306,37.00000,50.50000,1.12221,55.62500,3.19688,43.62500,24.50000,32.76057,1391.28,36.46875,13.041667,391.40625,68.0625,35.514,4.875,23.046524,98.530113,48.537872,17.21875,31.5625,39,45.3125,31,30.064041,4.484375,80.625,20.0625,8.956916,14.028153,21.453125,40.6875,9.046875,23.415819,19.1875,19.875,28.1875,26.1875,1130,64.5625,91.3125,23.3125,9.375,29,26.40625,27.986513,18,18.90625,15.875,11.25,22,43.71875,30.375,17.21875
20000307,40.50000,47.56250,1.09710,54.54167,3.17500,41.37500,23.56250,31.62764,1355.62,40,12.8125,377.8125,66.03125,35.514,4.65625,22.600019,98.47036,43.504314,16.5,29.875,36.78125,46.4375,30.625,28.462997,4.265625,83.5,19.9375,8.673469,13.298689,20.296875,39.8125,8.703125,22.375116,18.5625,19.5625,27.875,27,1085.833374,61,82.5,22.375,9.03125,27.5625,23.375,27.316177,17.09375,18.5,15.5,10.40625,24.4375,30.5,29,16.53125
20000308,40.53125,48.31250,1.08929,52.66667,3.18125,41.28125,23.75000,31.43882,1366.70,39.8125,13.083333,378.75,66.1875,34.465843,4.65625,23.38999,101.577438,46.979866,17.03125,30.75,36.625,47.78125,30.5,30.775618,4.234375,85,20.75,8.730159,13.915927,19.765625,39.125,8.71875,22.953283,18.0625,19.25,28,26.75,1106.666626,61.375,82.8125,21.75,9.5625,30.3125,21.96875,27.0648,17.625,18.75,15.6875,10.96875,23.3125,29,29.09375,15.5
20000309,41.62500,48.93750,1.09152,54.08333,3.44063,40.46875,23.37500,31.39162,1401.69,40.21875,13.270833,377.8125,69.65625,35.760624,4.5,22.87479,103.250481,48.118408,17.09375,32,36.5,50,31.375,32.613853,4.515625,86.5,20,8.61678,14.028153,19.53125,37.78125,8.8125,22.953283,18.1875,19.5,28.0625,26.625,1105.833374,59,88.5,21.75,10.65625,30.1875,22,27.735138,17.3125,19.90625,15.78125,11.609375,24,28.875,30.03125,16.40625
20000310,40.18750,47.93750,1.12277,52.45833,3.34375,40.75000,22.75000,31.72205,1395.07,38.515625,12.708333,367.5,68.1875,34.650814,4.4375,22.565672,100.621414,45.541706,17.65625,31.75,37.28125,50.5,30.75,33.206833,4.453125,89.6875,20,8.730159,13.887871,20.8125,36.5,8.78125,23.068918,17.9375,19.0625,28.125,26.0625,1106.666626,59.5625,86.46875,21.5625,10.6875,28.9375,21.375,27.986513,18.0625,19.65625,15.6875,11.25,23.25,26.875,30.40625,16.09375
20000313,39.90625,47.68750,1.08315,53.37500,3.26563,39.50000,21.87500,32.99660,1383.62,37.9375,12.083333,374.53125,68.09375,34.465843,4.484375,23.38999,102.951721,45.721478,17.40625,32.4375,37.84375,49,31.125,32.554554,4.34375,88.625,20.125,8.61678,13.719533,20.53125,36.5,8.59375,22.83765,17.75,19.875,28.125,26.5,1150,58,82.5,21.8125,10.46875,28.3125,21.6875,27.483761,18.15625,19.53125,15.5,10.875,23.6875,28.625,30.71875,16.3125
20000314,41.43750,47.75000,1.02009,52.66667,3.28125,39.56250,21.65625,31.81647,1359.15,38.625,12.166667,373.125,65.875,33.664314,4.65625,22.531326,103.847992,44.582935,17.75,30.5,39.8125,47.5625,30.6875,31.54649,4.179688,89.0625,20.125,8.219955,13.97204,20.359375,35.9375,8.953125,23.011101,18,19.46875,27.8125,26.875,1143.333374,52.25,72.8125,21.75,10.34375,28.0625,21.59375,27.022905,17.6875,20.0625,15.3125,10.59375,24.3125,27.875,30.46875,15.9375
20000315,41.96875,51.50000,1.03795,55.41667,3.18750,41.25000,23.78125,32.09970,1392.14,38.875,12.6875,391.875,64.3125,34.342529,4.65625,24.214306,102.294456,48.777565,19.65625,32.5,45.28125,47.6875,33.1875,33.444023,4.398438,88.75,20.625,8.390023,14.589279,20.890625,37.1875,10.273438,25.323774,19.5,20.125,29.0625,28.75,1219.166626,58.5,67,24.0625,10.65625,29.75,25.90625,28.363577,19.78125,21.6875,16.375,11.328125,23.875,29.25,32,18
20000316,42.06250,54.62500,1.08538,60.08333,3.31250,44.03125,24.87500,34.08233,1458.47,39.875,13.5625,420.9375,65.835938,34.835781,4.65625,24.07692,104.206497,53.331734,20.53125,34.0625,49.78125,47.6875,34.0625,34.629982,4.796875,92.5,20.25,9.297052,15.48708,23.609375,40.0625,11,27.462997,21.25,20.25,30.625,30.9375,1332.5,64.75,79,27.0625,12.375,34,25.625,29.704248,20.78125,22.5625,17.59375,12.515625,22.75,29.9375,35.5625,19.25
20000317,41.65625,55.75000,1.11607,60.66667,3.24063,42.93750,24.56250,34.55438,1464.47,38.5625,13.104167,427.5,67.5,36.315533,4.875,24.523424,105.162521,51.773731,20.03125,33.8125,47.1875,49.6875,33,33.977703,4.632813,91.9375,20.3125,9.580499,15.038179,21.921875,38.9375,10.453125,25.497225,20.875,20.25,30.125,30.375,1298.333374,63.125,77.875,25.875,11.5,31.875,24.96875,30.081312,19.90625,22.875,17.25,12.859375,22.8125,28.8125,34.75,19.25
20000320,41.46875,55.12500,1.09821,57.70833,3.20938,43.50000,24.28125,33.56307,1456.63,37.4375,12.895833,421.40625,67.0625,38.905094,4.625,24.042574,107.791588,51.234421,20.3125,34.5625,46.03125,48.6875,33.25,33.206833,4.398438,90.75,20,9.297052,15.206517,21.859375,38.4375,10.328125,25.901943,20.375,19.9375,30.25,30.0625,1320,58,80.25,25.125,10.96875,33.8125,25.125,30.625959,21.78125,23.03125,17.40625,12.640625,23,29.0625,33.1875,18.96875
